YearsGroup,DevType,Platform,Count,Rank
middle,"Developer, embedded applications or devices",Docker,71,8
middle,"Developer, embedded applications or devices",Arduino,64,9
middle,"Developer, embedded applications or devices",Raspberry Pi,59,10
middle,"Developer, embedded applications or devices",Google Cloud,51,11
middle,"Developer, embedded applications or devices",MacOS,47,12
middle,"Developer, embedded applications or devices",iOS,45,13
middle,"Developer, embedded applications or devices",Firebase,38,14
middle,"Developer, embedded applications or devices",WordPress,36,15
middle,"Developer, embedded applications or devices",DigitalOcean,34,16
middle,"Developer, embedded applications or devices",Kubernetes,22,17
middle,"Developer, embedded applications or devices",VMware,19,18
middle,"Developer, embedded applications or devices",Amazon Web Services (AWS),16,19
middle,"Developer, embedded applications or devices",Slack Apps and Integrations,12,20
middle,"Developer, embedded applications or devices",IBM Cloud or Watson,11,21
middle,"Developer, embedded applications or devices",Oracle Cloud Infrastructure,8,22
middle,"Developer, embedded applications or devices",Slack,8,23
middle,"Developer, embedded applications or devices",Cloudflare,4,24
middle,"Developer, embedded applications or devices",OVH,4,25
middle,"Developer, embedded applications or devices",OpenStack,3,26
middle,"Developer, embedded applications or devices",Linode,3,27
middle,"Developer, embedded applications or devices",Vultr,2,28
middle,"Developer, embedded applications or devices",Vercel,1,29
middle,"Developer, embedded applications or devices",Render,1,30
middle,"Developer, embedded applications or devices",Digital Ocean,1,31
middle,"Developer, embedded applications or devices",Colocation,1,32
middle,"Developer, embedded applications or devices",Managed Hosting,1,33
middle,"Developer, embedded applications or devices",Other(s):,1,34
middle,"Developer, front-end",AWS,1376,1
middle,"Developer, front-end",Heroku,1061,2
middle,"Developer, front-end",Windows,791,3
middle,"Developer, front-end",Microsoft Azure,738,4
middle,"Developer, front-end",Linux,710,5
middle,"Developer, front-end",Google Cloud Platform,567,6
middle,"Developer, front-end",Docker,497,7
middle,"Developer, front-end",Android,463,8
middle,"Developer, front-end",Firebase,428,9
middle,"Developer, front-end",MacOS,393,10
middle,"Developer, front-end",DigitalOcean,373,11
middle,"Developer, front-end",Google Cloud,312,12
middle,"Developer, front-end",WordPress,291,13
middle,"Developer, front-end",iOS,217,14
middle,"Developer, front-end",Raspberry Pi,185,15
middle,"Developer, front-end",Arduino,160,16
middle,"Developer, front-end",Slack Apps and Integrations,111,17
middle,"Developer, front-end",Amazon Web Services (AWS),108,18
middle,"Developer, front-end",Kubernetes,101,19
middle,"Developer, front-end",Vercel,97,20
middle,"Developer, front-end",Netlify,78,21
middle,"Developer, front-end",Slack,64,22
middle,"Developer, front-end",VMware,63,23
middle,"Developer, front-end",IBM Cloud or Watson,43,24
middle,"Developer, front-end",Managed Hosting,41,25
middle,"Developer, front-end",Digital Ocean,39,26
middle,"Developer, front-end",Cloudflare,31,27
middle,"Developer, front-end",OVH,25,28
middle,"Developer, front-end",Linode,25,29
middle,"Developer, front-end",Oracle Cloud Infrastructure,23,30
middle,"Developer, front-end",Render,11,31
middle,"Developer, front-end","Linode, now Akamai",10,32
middle,"Developer, front-end",Other(s):,9,33
middle,"Developer, front-end",OpenStack,8,34
middle,"Developer, front-end",Hetzner,6,35
middle,"Developer, front-end",Fly.io,5,36
middle,"Developer, front-end",Oracle Cloud Infrastructure (OCI),5,37
middle,"Developer, front-end",Vultr,3,38
middle,"Developer, front-end",Colocation,2,39
middle,"Developer, front-end",OpenShift,1,40
middle,"Developer, front-end",IBM Cloud Or Watson,1,41
middle,"Developer, full-stack",AWS,2810,1
middle,"Developer, full-stack",Heroku,1915,2
middle,"Developer, full-stack",Microsoft Azure,1818,3
middle,"Developer, full-stack",Linux,1197,4
middle,"Developer, full-stack",Windows,1193,5
middle,"Developer, full-stack",Google Cloud Platform,1027,6
middle,"Developer, full-stack",Docker,891,7
middle,"Developer, full-stack",Firebase,766,8
middle,"Developer, full-stack",Google Cloud,744,9
middle,"Developer, full-stack",Amazon Web Services (AWS),719,10
middle,"Developer, full-stack",DigitalOcean,714,11
middle,"Developer, full-stack",MacOS,624,12
middle,"Developer, full-stack",Android,623,13
middle,"Developer, full-stack",WordPress,371,14
middle,"Developer, full-stack",Raspberry Pi,308,15
middle,"Developer, full-stack",Vercel,281,16
middle,"Developer, full-stack",iOS,278,17
middle,"Developer, full-stack",Kubernetes,234,18
middle,"Developer, full-stack",Arduino,232,19
middle,"Developer, full-stack",Digital Ocean,221,20
middle,"Developer, full-stack",Netlify,209,21
middle,"Developer, full-stack",Cloudflare,192,22
middle,"Developer, full-stack",Slack Apps and Integrations,180,23
middle,"Developer, full-stack",VMware,177,24
middle,"Developer, full-stack",Slack,106,25
middle,"Developer, full-stack",IBM Cloud or Watson,91,26
middle,"Developer, full-stack",Managed Hosting,90,27
middle,"Developer, full-stack",OVH,81,28
middle,"Developer, full-stack",Linode,45,29
middle,"Developer, full-stack",Fly.io,44,30
middle,"Developer, full-stack","Linode, now Akamai",44,31
middle,"Developer, full-stack",Hetzner,41,32
middle,"Developer, full-stack",Oracle Cloud Infrastructure,40,33
middle,"Developer, full-stack",Render,36,34
middle,"Developer, full-stack",OpenStack,31,35
middle,"Developer, full-stack",Oracle Cloud Infrastructure (OCI),26,36
middle,"Developer, full-stack",OpenShift,26,37
middle,"Developer, full-stack",Vultr,23,38
middle,"Developer, full-stack",IBM Cloud Or Watson,16,39
middle,"Developer, full-stack",Other(s):,8,40
middle,"Developer, full-stack",Colocation,6,41
middle,"Developer, full-stack",Scaleway,4,42
middle,"Developer, game or graphics",Windows,103,1
middle,"Developer, game or graphics",Android,78,2
middle,"Developer, game or graphics",Linux,73,3
middle,"Developer, game or graphics",AWS,67,4
middle,"Developer, game or graphics",Microsoft Azure,54,5
middle,"Developer, game or graphics",Heroku,49,6
middle,"Developer, game or graphics",Google Cloud Platform,45,7
middle,"Developer, game or graphics",Docker,43,8
middle,"Developer, game or graphics",iOS,30,9
middle,"Developer, game or graphics",MacOS,29,10
middle,"Developer, game or graphics",WordPress,27,11
middle,"Developer, game or graphics",Raspberry Pi,25,12
middle,"Developer, game or graphics",Firebase,24,13
middle,"Developer, game or graphics",Arduino,24,14
middle,"Developer, game or graphics",Google Cloud,21,15
middle,"Developer, game or graphics",DigitalOcean,11,16
middle,"Developer, game or graphics",Kubernetes,10,17
middle,"Developer, game or graphics",Amazon Web Services (AWS),8,18
middle,"Developer, game or graphics",Slack Apps and Integrations,8,19
middle,"Developer, game or graphics",VMware,7,20
middle,"Developer, game or graphics",Slack,6,21
middle,"Developer, game or graphics",IBM Cloud or Watson,5,22
middle,"Developer, game or graphics",Hetzner,4,23
middle,"Developer, game or graphics",Cloudflare,4,24
middle,"Developer, game or graphics",Digital Ocean,3,25
middle,"Developer, game or graphics",Linode,3,26
middle,"Developer, game or graphics",Oracle Cloud Infrastructure,3,27
middle,"Developer, game or graphics",OVH,2,28
middle,"Developer, game or graphics",Vercel,1,29
middle,"Developer, game or graphics",Fly.io,1,30
middle,"Developer, game or graphics",Oracle Cloud Infrastructure (OCI),1,31
middle,"Developer, game or graphics",OpenStack,1,32
middle,"Developer, game or graphics",Other(s):,1,33
middle,"Developer, mobile",AWS,647,1
middle,"Developer, mobile",Android,570,2
middle,"Developer, mobile",Heroku,454,3
middle,"Developer, mobile",Google Cloud Platform,420,4
middle,"Developer, mobile",Firebase,399,5
middle,"Developer, mobile",Microsoft Azure,346,6
middle,"Developer, mobile",Windows,329,7
middle,"Developer, mobile",Linux,307,8
middle,"Developer, mobile",iOS,296,9
middle,"Developer, mobile",Google Cloud,197,10
middle,"Developer, mobile",DigitalOcean,187,11
middle,"Developer, mobile",MacOS,183,12
middle,"Developer, mobile",Docker,180,13
middle,"Developer, mobile",WordPress,114,14
middle,"Developer, mobile",Arduino,100,15
middle,"Developer, mobile",Raspberry Pi,99,16
middle,"Developer, mobile",Slack Apps and Integrations,44,17
middle,"Developer, mobile",Amazon Web Services (AWS),41,18
middle,"Developer, mobile",Kubernetes,36,19
middle,"Developer, mobile",VMware,35,20
middle,"Developer, mobile",Slack,34,21
middle,"Developer, mobile",IBM Cloud or Watson,31,22
middle,"Developer, mobile",Managed Hosting,19,23
middle,"Developer, mobile",Linode,17,24
middle,"Developer, mobile",Oracle Cloud Infrastructure,14,25
middle,"Developer, mobile",Cloudflare,9,26
middle,"Developer, mobile",OVH,8,27
middle,"Developer, mobile",Vercel,7,28
middle,"Developer, mobile",Netlify,7,29
middle,"Developer, mobile",Digital Ocean,4,30
middle,"Developer, mobile",Fly.io,3,31
middle,"Developer, mobile",OpenStack,3,32
middle,"Developer, mobile",Hetzner,2,33
middle,"Developer, mobile",Colocation,2,34
middle,"Developer, mobile",Oracle Cloud Infrastructure (OCI),1,35
middle,"Developer, mobile",Scaleway,1,36
middle,"Developer, mobile",OpenShift,1,37
middle,"Developer, mobile",Render,1,38
middle,Educator,Heroku,114,1
middle,Educator,AWS,114,2
middle,Educator,Linux,91,3
middle,Educator,Windows,80,4
middle,Educator,Android,55,5
middle,Educator,Google Cloud Platform,54,6
middle,Educator,Docker,51,7
middle,Educator,Microsoft Azure,48,8
middle,Educator,MacOS,44,9
middle,Educator,WordPress,36,10
middle,Educator,Arduino,25,11
middle,Educator,DigitalOcean,24,12
middle,Educator,Firebase,23,13
middle,Educator,Raspberry Pi,22,14
middle,Educator,Google Cloud,20,15
middle,Educator,Slack Apps and Integrations,19,16
middle,Educator,iOS,17,17
middle,Educator,Kubernetes,13,18
middle,Educator,IBM Cloud or Watson,9,19
middle,Educator,Slack,9,20
middle,Educator,Managed Hosting,5,21
middle,Educator,VMware,4,22
middle,Educator,Linode,3,23
middle,Educator,Digital Ocean,1,24
middle,Educator,Amazon Web Services (AWS),1,25
middle,Educator,OVH,1,26
middle,Educator,OpenStack,1,27
middle,Educator,Other(s):,1,28
middle,"Engineer, data",AWS,432,1
middle,"Engineer, data",Microsoft Azure,259,2
middle,"Engineer, data",Linux,190,3
middle,"Engineer, data",Google Cloud Platform,165,4
middle,"Engineer, data",Heroku,155,5
middle,"Engineer, data",Docker,146,6
middle,"Engineer, data",Windows,139,7
middle,"Engineer, data",Google Cloud,122,8
middle,"Engineer, data",Amazon Web Services (AWS),77,9
middle,"Engineer, data",MacOS,74,10
middle,"Engineer, data",DigitalOcean,62,11
middle,"Engineer, data",Android,60,12
middle,"Engineer, data",Raspberry Pi,49,13
middle,"Engineer, data",Kubernetes,47,14
middle,"Engineer, data",Firebase,37,15
middle,"Engineer, data",Arduino,37,16
middle,"Engineer, data",Slack Apps and Integrations,32,17
middle,"Engineer, data",WordPress,26,18
middle,"Engineer, data",iOS,22,19
middle,"Engineer, data",VMware,17,20
middle,"Engineer, data",IBM Cloud or Watson,15,21
middle,"Engineer, data",Slack,10,22
middle,"Engineer, data",OVH,6,23
middle,"Engineer, data",Netlify,5,24
middle,"Engineer, data",Digital Ocean,5,25
middle,"Engineer, data",Managed Hosting,5,26
middle,"Engineer, data",OpenStack,4,27
middle,"Engineer, data",Cloudflare,4,28
middle,"Engineer, data",Linode,4,29
middle,"Engineer, data",Oracle Cloud Infrastructure,4,30
middle,"Engineer, data",Vercel,2,31
middle,"Engineer, data",Oracle Cloud Infrastructure (OCI),2,32
middle,"Engineer, data",Hetzner,2,33
middle,"Engineer, data",IBM Cloud Or Watson,2,34
middle,"Engineer, data",Other(s):,2,35
middle,"Engineer, data",OpenShift,1,36
middle,"Engineer, data","Linode, now Akamai",1,37
middle,"Engineer, data",Render,1,38
middle,"Engineer, site reliability",AWS,186,1
middle,"Engineer, site reliability",Microsoft Azure,85,2
middle,"Engineer, site reliability",Linux,75,3
middle,"Engineer, site reliability",Google Cloud Platform,73,4
middle,"Engineer, site reliability",Docker,70,5
middle,"Engineer, site reliability",Heroku,63,6
middle,"Engineer, site reliability",Windows,48,7
middle,"Engineer, site reliability",DigitalOcean,38,8
middle,"Engineer, site reliability",Google Cloud,36,9
middle,"Engineer, site reliability",Kubernetes,36,10
middle,"Engineer, site reliability",MacOS,27,11
middle,"Engineer, site reliability",Android,22,12
middle,"Engineer, site reliability",Raspberry Pi,22,13
middle,"Engineer, site reliability",WordPress,19,14
middle,"Engineer, site reliability",Firebase,14,15
middle,"Engineer, site reliability",VMware,12,16
middle,"Engineer, site reliability",Amazon Web Services (AWS),11,17
middle,"Engineer, site reliability",iOS,11,18
middle,"Engineer, site reliability",Slack Apps and Integrations,9,19
middle,"Engineer, site reliability",IBM Cloud or Watson,7,20
middle,"Engineer, site reliability",Arduino,7,21
middle,"Engineer, site reliability",OpenStack,6,22
middle,"Engineer, site reliability",Linode,6,23
middle,"Engineer, site reliability",OVH,5,24
middle,"Engineer, site reliability",Cloudflare,5,25
middle,"Engineer, site reliability",Managed Hosting,4,26
middle,"Engineer, site reliability",Oracle Cloud Infrastructure,4,27
middle,"Engineer, site reliability",Slack,4,28
middle,"Engineer, site reliability",Digital Ocean,3,29
middle,"Engineer, site reliability",Colocation,3,30
middle,"Engineer, site reliability",Netlify,2,31
middle,"Engineer, site reliability",Vercel,2,32
middle,"Engineer, site reliability","Linode, now Akamai",1,33
middle,"Engineer, site reliability",Fly.io,1,34
middle,Engineering manager,AWS,103,1
middle,Engineering manager,Microsoft Azure,42,2
middle,Engineering manager,Heroku,42,3
middle,Engineering manager,Google Cloud Platform,39,4
middle,Engineering manager,Linux,37,5
middle,Engineering manager,Docker,33,6
middle,Engineering manager,Windows,27,7
middle,Engineering manager,DigitalOcean,25,8
middle,Engineering manager,Google Cloud,24,9
middle,Engineering manager,Android,22,10
middle,Engineering manager,MacOS,16,11
middle,Engineering manager,Amazon Web Services (AWS),15,12
middle,Engineering manager,Firebase,15,13
middle,Engineering manager,WordPress,15,14
middle,Engineering manager,iOS,13,15
middle,Engineering manager,Raspberry Pi,12,16
middle,Engineering manager,Slack Apps and Integrations,11,17
middle,Engineering manager,Arduino,9,18
middle,Engineering manager,Kubernetes,8,19
middle,Engineering manager,IBM Cloud or Watson,7,20
middle,Engineering manager,Cloudflare,4,21
middle,Engineering manager,Digital Ocean,4,22
middle,Engineering manager,Netlify,4,23
middle,Engineering manager,Slack,4,24
middle,Engineering manager,VMware,3,25
middle,Engineering manager,Managed Hosting,3,26
middle,Engineering manager,Vercel,3,27
middle,Engineering manager,OVH,3,28
middle,Engineering manager,Oracle Cloud Infrastructure,2,29
middle,Engineering manager,OpenShift,1,30
middle,Engineering manager,"Linode, now Akamai",1,31
middle,Engineering manager,Linode,1,32
middle,Engineering manager,OpenStack,1,33
middle,Hardware Engineer,Amazon Web Services (AWS),4,1
middle,Hardware Engineer,Microsoft Azure,1,2
middle,Hardware Engineer,Digital Ocean,1,3
middle,Hardware Engineer,Vercel,1,4
middle,Marketing or sales professional,AWS,29,1
middle,Marketing or sales professional,Google Cloud Platform,20,2
middle,Marketing or sales professional,Windows,17,3
middle,Marketing or sales professional,Linux,15,4
middle,Marketing or sales professional,Microsoft Azure,14,5
middle,Marketing or sales professional,WordPress,14,6
middle,Marketing or sales professional,Heroku,12,7
middle,Marketing or sales professional,MacOS,12,8
middle,Marketing or sales professional,Docker,10,9
middle,Marketing or sales professional,Android,10,10
middle,Marketing or sales professional,Raspberry Pi,8,11
middle,Marketing or sales professional,Google Cloud,7,12
middle,Marketing or sales professional,DigitalOcean,6,13
middle,Marketing or sales professional,iOS,5,14
middle,Marketing or sales professional,Firebase,3,15
middle,Marketing or sales professional,Arduino,3,16
middle,Marketing or sales professional,Slack,3,17
middle,Marketing or sales professional,OpenStack,2,18
middle,Marketing or sales professional,Kubernetes,2,19
middle,Marketing or sales professional,Slack Apps and Integrations,2,20
middle,Marketing or sales professional,IBM Cloud or Watson,1,21
middle,Marketing or sales professional,Managed Hosting,1,22
middle,Marketing or sales professional,VMware,1,23
middle,Marketing or sales professional,Digital Ocean,1,24
middle,Marketing or sales professional,Other(s):,1,25
middle,Other (please specify):,AWS,60,1
middle,Other (please specify):,Microsoft Azure,55,2
middle,Other (please specify):,Heroku,44,3
middle,Other (please specify):,Amazon Web Services (AWS),34,4
middle,Other (please specify):,Google Cloud,30,5
middle,Other (please specify):,Google Cloud Platform,26,6
middle,Other (please specify):,DigitalOcean,23,7
middle,Other (please specify):,Firebase,21,8
middle,Other (please specify):,VMware,11,9
middle,Other (please specify):,Cloudflare,9,10
middle,Other (please specify):,Digital Ocean,7,11
middle,Other (please specify):,Netlify,7,12
middle,Other (please specify):,Vercel,5,13
middle,Other (please specify):,"Linode, now Akamai",4,14
middle,Other (please specify):,Managed Hosting,3,15
middle,Other (please specify):,Fly.io,3,16
middle,Other (please specify):,IBM Cloud or Watson,3,17
middle,Other (please specify):,Hetzner,2,18
middle,Other (please specify):,Oracle Cloud Infrastructure (OCI),2,19
middle,Other (please specify):,IBM Cloud Or Watson,2,20
middle,Other (please specify):,OVH,2,21
middle,Other (please specify):,Oracle Cloud Infrastructure,2,22
middle,Other (please specify):,OpenStack,2,23
middle,Other (please specify):,Scaleway,1,24
middle,Other (please specify):,Vultr,1,25
middle,Other (please specify):,Linode,1,26
middle,Product manager,AWS,133,1
middle,Product manager,Heroku,80,2
middle,Product manager,Google Cloud Platform,70,3
middle,Product manager,Windows,67,4
middle,Product manager,Microsoft Azure,66,5
middle,Product manager,Linux,56,6
middle,Product manager,DigitalOcean,48,7
middle,Product manager,Docker,32,8
middle,Product manager,Android,29,9
middle,Product manager,WordPress,28,10
middle,Product manager,MacOS,28,11
middle,Product manager,Google Cloud,22,12
middle,Product manager,Raspberry Pi,21,13
middle,Product manager,Firebase,15,14
middle,Product manager,iOS,13,15
middle,Product manager,Arduino,12,16
middle,Product manager,Kubernetes,9,17
middle,Product manager,Slack Apps and Integrations,8,18
middle,Product manager,Slack,6,19
middle,Product manager,Managed Hosting,5,20
middle,Product manager,Amazon Web Services (AWS),4,21
middle,Product manager,IBM Cloud or Watson,4,22
middle,Product manager,VMware,4,23
middle,Product manager,Oracle Cloud Infrastructure,3,24
middle,Product manager,OVH,2,25
middle,Product manager,Oracle Cloud Infrastructure (OCI),1,26
middle,Product manager,Other(s):,1,27
middle,Project manager,AWS,54,1
middle,Project manager,Google Cloud,46,2
middle,Project manager,Firebase,33,3
middle,Project manager,DigitalOcean,30,4
middle,Project manager,Heroku,29,5
middle,Project manager,Microsoft Azure,24,6
middle,Project manager,Managed Hosting,11,7
middle,Project manager,VMware,10,8
middle,Project manager,OVH,5,9
middle,Project manager,Amazon Web Services (AWS),5,10
middle,Project manager,Vercel,4,11
middle,Project manager,Netlify,3,12
middle,Project manager,Cloudflare,3,13
middle,Project manager,Hetzner,2,14
middle,Project manager,Digital Ocean,2,15
middle,Project manager,IBM Cloud or Watson,2,16
middle,Project manager,Linode,2,17
middle,Project manager,Render,1,18
middle,Project manager,Oracle Cloud Infrastructure,1,19
middle,Research & Development role,Amazon Web Services (AWS),12,1
middle,Research & Development role,Microsoft Azure,10,2
middle,Research & Development role,Cloudflare,9,3
middle,Research & Development role,Digital Ocean,4,4
middle,Research & Development role,Heroku,4,5
middle,Research & Development role,Netlify,4,6
middle,Research & Development role,"Linode, now Akamai",3,7
middle,Research & Development role,Vercel,3,8
middle,Research & Development role,VMware,3,9
middle,Research & Development role,Firebase,3,10
middle,Research & Development role,Google Cloud,3,11
middle,Research & Development role,Hetzner,2,12
middle,Research & Development role,OpenShift,2,13
middle,Research & Development role,Fly.io,1,14
middle,Research & Development role,Vultr,1,15
middle,Scientist,Linux,72,1
middle,Scientist,AWS,67,2
middle,Scientist,Windows,58,3
middle,Scientist,Docker,43,4
middle,Scientist,Microsoft Azure,32,5
middle,Scientist,Heroku,32,6
middle,Scientist,Google Cloud Platform,30,7
middle,Scientist,Android,28,8
middle,Scientist,MacOS,22,9
middle,Scientist,Raspberry Pi,17,10
middle,Scientist,Arduino,14,11
middle,Scientist,Google Cloud,12,12
middle,Scientist,Slack Apps and Integrations,12,13
middle,Scientist,WordPress,12,14
middle,Scientist,DigitalOcean,10,15
middle,Scientist,Kubernetes,8,16
middle,Scientist,Firebase,7,17
middle,Scientist,IBM Cloud or Watson,6,18
middle,Scientist,iOS,5,19
middle,Scientist,Slack,5,20
middle,Scientist,VMware,4,21
middle,Scientist,Amazon Web Services (AWS),3,22
middle,Scientist,Managed Hosting,3,23
middle,Scientist,Digital Ocean,2,24
middle,Scientist,OVH,1,25
middle,Scientist,Fly.io,1,26
middle,Scientist,Cloudflare,1,27
middle,Scientist,Linode,1,28
middle,Scientist,Netlify,1,29
middle,Scientist,OpenStack,1,30
middle,Scientist,Colocation,1,31
middle,Scientist,Oracle Cloud Infrastructure,1,32
middle,Security professional,AWS,38,1
middle,Security professional,Microsoft Azure,29,2
middle,Security professional,Google Cloud,16,3
middle,Security professional,Heroku,15,4
middle,Security professional,DigitalOcean,13,5
middle,Security professional,Firebase,11,6
middle,Security professional,VMware,10,7
middle,Security professional,Amazon Web Services (AWS),6,8
middle,Security professional,OpenStack,5,9
middle,Security professional,OVH,4,10
middle,Security professional,Oracle Cloud Infrastructure,3,11
middle,Security professional,Managed Hosting,3,12
middle,Security professional,Linode,3,13
middle,Security professional,Cloudflare,2,14
middle,Security professional,Oracle Cloud Infrastructure (OCI),1,15
middle,Security professional,IBM Cloud or Watson,1,16
middle,Security professional,"Linode, now Akamai",1,17
middle,Security professional,Hetzner,1,18
middle,"Senior Executive (C-Suite, VP, etc.)",AWS,29,1
middle,"Senior Executive (C-Suite, VP, etc.)",Heroku,24,2
middle,"Senior Executive (C-Suite, VP, etc.)",Google Cloud Platform,18,3
middle,"Senior Executive (C-Suite, VP, etc.)",Microsoft Azure,16,4
middle,"Senior Executive (C-Suite, VP, etc.)",DigitalOcean,15,5
middle,"Senior Executive (C-Suite, VP, etc.)",Firebase,12,6
middle,"Senior Executive (C-Suite, VP, etc.)",Google Cloud,11,7
middle,"Senior Executive (C-Suite, VP, etc.)",Amazon Web Services (AWS),7,8
middle,"Senior Executive (C-Suite, VP, etc.)",Cloudflare,6,9
middle,"Senior Executive (C-Suite, VP, etc.)",Vercel,4,10
middle,"Senior Executive (C-Suite, VP, etc.)",VMware,4,11
middle,"Senior Executive (C-Suite, VP, etc.)",Digital Ocean,3,12
middle,"Senior Executive (C-Suite, VP, etc.)",Managed Hosting,2,13
middle,"Senior Executive (C-Suite, VP, etc.)",Netlify,2,14
middle,"Senior Executive (C-Suite, VP, etc.)",Fly.io,1,15
middle,"Senior Executive (C-Suite, VP, etc.)","Linode, now Akamai",1,16
middle,"Senior Executive (C-Suite, VP, etc.)",Oracle Cloud Infrastructure (OCI),1,17
middle,"Senior Executive (C-Suite, VP, etc.)",Render,1,18
middle,"Senior Executive (C-Suite, VP, etc.)",Hetzner,1,19
middle,"Senior Executive (C-Suite, VP, etc.)",Linode,1,20
middle,"Senior Executive (C-Suite, VP, etc.)",OpenStack,1,21
middle,"Senior Executive (C-Suite, VP, etc.)",OVH,1,22
middle,Senior executive/VP,AWS,15,1
middle,Senior executive/VP,Linux,14,2
middle,Senior executive/VP,Android,14,3
middle,Senior executive/VP,Docker,12,4
middle,Senior executive/VP,Windows,10,5
middle,Senior executive/VP,iOS,10,6
middle,Senior executive/VP,Google Cloud Platform,7,7
middle,Senior executive/VP,MacOS,6,8
middle,Senior executive/VP,WordPress,6,9
middle,Senior executive/VP,Microsoft Azure,5,10
middle,Senior executive/VP,Raspberry Pi,4,11
middle,Senior executive/VP,Slack,4,12
middle,Senior executive/VP,Arduino,3,13
middle,Senior executive/VP,Heroku,2,14
middle,Senior executive/VP,Slack Apps and Integrations,2,15
middle,Senior executive/VP,Kubernetes,2,16
middle,Senior executive/VP,Other(s):,1,17
middle,Student,AWS,206,1
middle,Student,Heroku,178,2
middle,Student,Google Cloud Platform,142,3
middle,Student,Microsoft Azure,137,4
middle,Student,Windows,135,5
middle,Student,Linux,131,6
middle,Student,DigitalOcean,79,7
middle,Student,Android,79,8
middle,Student,Docker,73,9
middle,Student,Raspberry Pi,58,10
middle,Student,Slack,54,11
middle,Student,Arduino,51,12
middle,Student,Firebase,44,13
middle,Student,Google Cloud,42,14
middle,Student,MacOS,40,15
middle,Student,iOS,31,16
middle,Student,WordPress,26,17
middle,Student,IBM Cloud or Watson,17,18
middle,Student,Kubernetes,14,19
middle,Student,VMware,9,20
middle,Student,OVH,7,21
middle,Student,Other(s):,7,22
middle,Student,Oracle Cloud Infrastructure,5,23
middle,Student,Linode,5,24
middle,Student,Managed Hosting,5,25
middle,Student,Cloudflare,2,26
middle,Student,Amazon Web Services (AWS),2,27
middle,Student,OpenStack,2,28
middle,Student,Vercel,1,29
middle,Student,IBM Cloud Or Watson,1,30
middle,System administrator,AWS,282,1
middle,System administrator,Linux,200,2
middle,System administrator,Microsoft Azure,176,3
middle,System administrator,Windows,149,4
middle,System administrator,Google Cloud Platform,134,5
middle,System administrator,Heroku,128,6
middle,System administrator,Docker,125,7
middle,System administrator,DigitalOcean,88,8
middle,System administrator,Raspberry Pi,74,9
middle,System administrator,MacOS,73,10
middle,System administrator,Android,66,11
middle,System administrator,WordPress,65,12
middle,System administrator,Google Cloud,45,13
middle,System administrator,Arduino,38,14
middle,System administrator,VMware,37,15
middle,System administrator,Kubernetes,35,16
middle,System administrator,iOS,31,17
middle,System administrator,Firebase,27,18
middle,System administrator,Slack,22,19
middle,System administrator,Oracle Cloud Infrastructure,16,20
middle,System administrator,OVH,14,21
middle,System administrator,IBM Cloud or Watson,14,22
middle,System administrator,Slack Apps and Integrations,13,23
middle,System administrator,Linode,12,24
middle,System administrator,Amazon Web Services (AWS),8,25
middle,System administrator,Cloudflare,7,26
middle,System administrator,OpenStack,6,27
middle,System administrator,Managed Hosting,6,28
middle,System administrator,Netlify,5,29
middle,System administrator,"Linode, now Akamai",4,30
middle,System administrator,Colocation,4,31
middle,System administrator,Digital Ocean,4,32
middle,System administrator,Other(s):,3,33
middle,System administrator,Vultr,2,34
middle,System administrator,Hetzner,2,35
middle,System administrator,Vercel,2,36
middle,System administrator,OpenShift,1,37
middle,System administrator,IBM Cloud Or Watson,1,38
senior,Academic researcher,Linux,923,1
senior,Academic researcher,AWS,776,2
senior,Academic researcher,Windows,646,3
senior,Academic researcher,Docker,548,4
senior,Academic researcher,Google Cloud Platform,438,5
senior,Academic researcher,Microsoft Azure,413,6
senior,Academic researcher,MacOS,364,7
senior,Academic researcher,Android,343,8
senior,Academic researcher,Heroku,285,9
senior,Academic researcher,Raspberry Pi,271,10
senior,Academic researcher,WordPress,218,11
senior,Academic researcher,Arduino,200,12
senior,Academic researcher,Kubernetes,154,13
senior,Academic researcher,DigitalOcean,150,14
senior,Academic researcher,iOS,133,15
senior,Academic researcher,Google Cloud,98,16
senior,Academic researcher,Slack,81,17
senior,Academic researcher,Slack Apps and Integrations,77,18
senior,Academic researcher,IBM Cloud or Watson,76,19
senior,Academic researcher,VMware,49,20
senior,Academic researcher,Firebase,48,21
senior,Academic researcher,Managed Hosting,33,22
senior,Academic researcher,Amazon Web Services (AWS),31,23
senior,Academic researcher,OpenStack,25,24
senior,Academic researcher,Other(s):,25,25
senior,Academic researcher,OVH,19,26
senior,Academic researcher,Oracle Cloud Infrastructure,14,27
senior,Academic researcher,Linode,10,28
senior,Academic researcher,Cloudflare,9,29
senior,Academic researcher,Hetzner,9,30
senior,Academic researcher,Digital Ocean,8,31
senior,Academic researcher,Netlify,6,32
senior,Academic researcher,"Linode, now Akamai",5,33
senior,Academic researcher,Vercel,5,34
senior,Academic researcher,IBM Cloud Or Watson,3,35
senior,Academic researcher,Colocation,3,36
senior,Academic researcher,Oracle Cloud Infrastructure (OCI),2,37
senior,Academic researcher,OpenShift,1,38
senior,Academic researcher,Render,1,39
senior,Blockchain,AWS,253,1
senior,Blockchain,Google Cloud,151,2
senior,Blockchain,DigitalOcean,100,3
senior,Blockchain,Microsoft Azure,97,4
senior,Blockchain,Firebase,89,5
senior,Blockchain,Heroku,73,6
